,page scan,active->inactive,active->laundry,inactive->active,inactive->free,inactive->laundry,laundry->active,laundry->free
378,436763,0,48295,0,0,0,0,0
379,241743,0,48296,0,0,0,0,0
380,48296,0,48296,0,0,0,0,0
381,823500,24,48223,0,0,0,0,0
382,193313,0,48272,0,24,0,0,0
383,48007,134,47869,0,0,0,0,0
384,48269,0,48135,0,134,0,0,0
385,48175,0,48175,0,0,0,0,0
386,96625,0,48175,0,0,0,0,0
387,436645,0,48134,0,0,0,0,0
388,48110,1,48109,0,0,0,0,0
389,96293,0,48114,0,1,0,0,0
390,433866,2,48107,0,0,0,0,0
391,48111,0,48108,0,2,0,0,0
392,48107,0,48107,0,0,0,0,0
393,48108,0,48108,0,0,0,0,0
394,48107,1,48105,0,0,0,0,0
395,49170,0,48169,0,1,0,0,0
396,48169,0,48169,0,0,0,0,0
397,968488,1,2745,0,0,0,0,0
398,577130,0,48122,0,1,0,0,0
399,436963,0,48123,0,0,0,0,0
400,239745,0,48123,0,0,0,0,0
401,48123,0,48123,0,0,0,0,0
402,820854,2,48117,0,0,0,0,0
403,192568,0,48120,0,2,0,0,0
404,48162,0,48162,0,0,0,0,0
405,48162,0,48162,0,0,0,0,0
406,48101,0,48101,0,0,0,0,0
407,96226,0,48104,0,0,0,0,0
408,435844,1,48100,0,0,0,0,0
409,48104,0,48103,0,1,0,0,0
410,96219,0,48102,0,0,0,0,0
411,433206,0,48103,0,0,0,0,0
412,48102,0,48102,0,0,0,0,0
413,48163,0,48163,0,0,0,0,0
414,48163,0,48163,0,0,0,0,0
415,48117,0,48117,0,0,0,0,0
416,48118,0,48118,0,0,0,0,0
417,48117,0,48117,0,0,0,0,0
418,968484,0,3207,0,0,0,0,0
419,577541,0,48118,0,0,0,0,0
420,436311,0,48117,0,0,0,0,0
421,240627,0,48118,0,0,0,0,0
422,48476,0,48347,37,88,4,0,0
423,821566,0,48393,0,0,0,0,0
424,193214,0,48328,0,0,0,0,0
425,48332,0,48331,0,0,0,0,0
426,48330,0,48330,0,0,0,0,0
427,48331,0,48331,0,0,0,0,0
428,96448,0,48330,0,0,0,0,0
429,436538,0,48331,0,0,0,0,0
430,48331,0,48331,0,0,0,0,0
431,96724,0,48331,0,0,0,0,0
432,435066,0,48509,0,0,0,0,0
433,48510,0,48509,0,0,0,0,0
434,48347,0,48347,0,0,0,0,0
435,48466,0,48358,16,88,4,0,0
436,48358,0,48358,0,0,0,0,0
437,48359,0,48359,0,0,0,0,0
438,968701,0,46991,0,0,0,0,0
439,579943,0,48359,0,0,0,0,0
440,434151,0,48359,0,0,0,0,0
441,242012,44,48275,0,0,0,0,0
442,48428,0,48363,0,44,0,0,0
443,820788,0,48295,0,0,0,0,0
444,193595,0,48298,0,0,0,0,0
445,48298,0,48297,0,0,0,0,0
446,51505,0,48298,0,0,0,0,0
447,48297,0,48297,0,0,0,0,0
448,93450,0,48298,0,0,0,0,0
